"#","ML #","Address","Condo Fee Includes","St","Original List Price","List Price","Current Price","Condo Fee","RMS Total","Beds","Full Baths","Style","Rooms Above Grade","Half Baths","Ensuite YN","Year Built","# FP","DOM","Stat Date","City"
"501","A2086677","219 Legacy Common SE","Common Area Maintenance, Insurance, Professional Management, Snow Removal, Trash","S","$400,000","$400,000.00","$410,000.00","$254.23","1,216","2","2","3 Storey","6","1","Yes","2021","0","9","10/25/2023","Calgary"
"501","A2084120","350 Regal Park NE","Amenities of HOA/Condo, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$389,000","$389,000.00","$410,000.00","$513.03","1,394","4","2","2 Storey","5","1","Yes","1999","1","9","10/07/2023","Calgary"
"501","A2083773","31 Copperfield Court SE","Common Area Maintenance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$395,000","$395,000.00","$410,000.00","$384.63","1,138","2","2","4 Level Split","5","1","Yes","2005","1","2","10/01/2023","Calgary"
"501","A2079387","656 Skyview Ranch Grove NE","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$327,900","$387,000.00","$410,000.00","$292.00","1,117","3","2","2 Storey","6","1","Yes","2015","0","30","10/08/2023","Calgary"
"501","A2075709","807 Evanston Square NW","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$415,000","$415,000.00","$410,000.00","$285.49","1,221","2","2","4 Level Split","6","1","Yes","2012","0","4","08/28/2023","Calgary"
"501","A2071428","548 Queenston Gardens SE","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, See Remarks, Trash","S","$364,999","$364,999.00","$410,000.00","$448.65","1,100","3","1","2 Storey","6","1","No","1981","0","11","08/20/2023","Calgary"
"501","A2070146","556 Copperstone Manor SE","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$419,900","$419,900.00","$410,000.00","$216.00","1,300","2","2","3 Storey","5","1","Yes","2023","0","14","08/15/2023","Calgary"
"501","A2066051","89 Harvest Oak Circle NE","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$399,900","$399,900.00","$410,000.00","$353.65","1,168","3","1","2 Storey","6","1","No","1997","1","21","08/04/2023","Calgary"
"501","A2064207","593 Panatella Boulevard NW","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, See Remarks, Snow Removal, Trash","S","$365,000","$365,000.00","$410,000.00","$290.96","1,108","3","1","2 Storey","6","1","No","2010","0","14","07/21/2023","Calgary"
"501","A2063089","62 Country Hills Villas NW","Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$379,900","$379,900.00","$410,000.00","$296.74","1,069","3","1","2 Storey","6","1","No","1997","1","8","07/12/2023","Calgary"
"501","A2062586","11166 Harvest Hills Gate NE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$420,000","$420,000.00","$410,000.00","$220.22","1,247","2","2","3 Storey","6","1","Yes","2018","0","2","07/04/2023","Calgary"
"501","A2060024","27 Springborough Boulevard SW Unit#7","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water","S","$399,000","$399,000.00","$410,000.00","$425.00","665","3","2","2 Storey","3","1","Yes","2004","0","6","07/12/2023","Calgary"
"1001","A2058681","941 Mckenzie Towne Manor SE","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$409,999","$409,999.00","$410,000.00","$315.21","1,098","3","2","2 Storey","6","1","Yes","2012","0","17","07/03/2023","Calgary"
"1001","A2056157","37 Kinlea Way NW","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Reserve Fund Contributions, Snow Removal, Trash","S","$424,900","$409,900.00","$410,000.00","$372.49","1,068","2","2","3 Storey","4","1","Yes","2013","0","27","07/05/2023","Calgary"
"1001","A2073966","538 Copperstone Manor SE","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$419,000","$419,000.00","$409,989.85","$216.00","1,300","2","2","3 Storey","6","1","Yes","2023","0","7","08/23/2023","Calgary"
"1001","A2078964","622 Copperstone Manor SE","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$419,900","$419,900.00","$409,900.01","$240.00","1,481","2","2","3 Storey","5","1","Yes","2024","0","18","09/27/2023","Calgary"
"1001","A2074839","628 Copperstone Manor SE","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$419,900","$419,900.00","$409,900.01","$230.00","1,405","2","1","3 Storey","5","1","No","2024","0","13","09/02/2023","Calgary"
"1001","A2093537","563 Panatella Boulevard NW","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$399,900","$399,900.00","$409,900.00","$301.03","1,113","3","2","2 Storey","6","1","Yes","2010","0","9","11/24/2023","Calgary"
"1001","A2084097","950 Arbour Lake Road NW Unit#416","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions","S","$399,900","$399,900.00","$409,900.00","$467.29","1,157","3","2","2 Storey","5","1","No","2002","1","14","10/12/2023","Calgary"
"1001","A2074049","10030 Oakmoor Way SW Unit#4","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$410,000","$410,000.00","$409,500.00","$425.00","1,402","3","1","4 Level Split, Side by Side","6","2","Yes","1977","1","17","09/03/2023","Calgary"
"1001","A2094110","20 Royal Birch Villas NW","Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$409,000","$409,888.00","$409,000.00","$271.33","1,056","2","2","2 Storey","5","1","No","2004","1","31","12/22/2023","Calgary"
"1001","A2068003","93 Cityscape Row NE","Common Area Maintenance, Professional Management, Reserve Fund Contributions","S","$419,900","$419,900.00","$408,000.00","$300.21","1,325","4","2","2 and Half Storey","5","1","Yes","2017","0","19","08/12/2023","Calgary"
"1001","A2063028","300 Evanscreek Court NW Unit#154","Common Area Maintenance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$389,000","$389,000.00","$408,000.00","$353.80","1,300","2","2","2 Storey","6","1","Yes","2006","1","6","07/12/2023","Calgary"
"1001","A2060853","112 Douglas Glen Park SE","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$385,000","$385,000.00","$408,000.00","$310.00","1,202","3","2","2 Storey","6","1","No","2001","1","11","07/17/2023","Calgary"
"1001","A2070329","304 Mckenzie Towne Link SE","Common Area Maintenance, Insurance, Reserve Fund Contributions, Snow Removal","S","$389,900","$414,800.00","$407,500.00","$380.60","1,135","3","1","2 Storey","6","1","No","2002","0","35","09/06/2023","Calgary"
"1001","A2093186","229 Country Village Manor NE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$389,000","$389,000.00","$407,000.00","$328.53","1,154","3","2","2 Storey","6","1","Yes","2007","1","12","11/29/2023","Calgary"
"1001","A2093000","137 Copperpond Common SE","Amenities of HOA/Condo, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$429,000","$429,000.00","$407,000.00","$273.65","1,129","3","2","2 Storey","6","1","Yes","2013","0","27","12/13/2023","Calgary"
"1001","A2085283","62 Somervale Point SW","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$395,000","$395,000.00","$407,000.00","$395.23","1,207","2","2","Bungalow","5","0","No","1997","1","13","10/18/2023","Calgary"
"1001","A2079005","424 Walden Circle SE","Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$379,900","$420,000.00","$407,000.00","$278.31","1,306","2","2","3 Storey","5","1","Yes","2013","1","28","10/06/2023","Calgary"
"1001","A2073728","300 Evanscreek Court NW Unit#79","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions","S","$419,900","$409,900.00","$407,000.00","$374.60","1,304","2","2","3 Storey","6","1","Yes","2009","0","23","09/07/2023","Calgary"
"1001","A2066105","1505 symons valley Parkway NW","Common Area Maintenance, Maintenance Grounds, Professional Management, Reserve Fund Contributions","S","$389,999","$389,999.00","$407,000.00","$312.16","1,123","2","2","3 Storey","5","1","Yes","2017","0","14","07/29/2023","Calgary"
"1001","A2030952","1800 26 Avenue SW Unit#110","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water","S","$445,000","$414,900.00","$406,900.00","$532.67","502","3","2","2 Storey","2","0","No","1995","1","159","08/15/2023","Calgary"
"1001","A2089897","156 Deerview Way SE","","S","$389,000","$389,000.00","$406,500.00","","839","3","1","Bungalow, Side by Side","3","0","No","1981","0","8","11/03/2023","Calgary"
"1001","A2088734","13 Country Hills Villas NW","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$409,900","$409,900.00","$406,500.00","$297.00","1,045","3","2","2 Storey, Side by Side","6","1","No","1997","0","22","11/10/2023","Calgary"
"1001","A2068670","23 Silverado Way SW","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$390,000","$390,000.00","$406,500.00","$257.19","1,250","2","2","3 Storey","7","1","Yes","2011","0","12","08/08/2023","Calgary"
"1001","A2082672","49 Elgin Gardens SE","Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$398,000","$398,000.00","$406,000.00","$305.00","1,165","3","1","3 Level Split","7","1","No","2004","0","12","10/11/2023","Calgary"
"1001","A2078666","1312 Evanston Square NW","Parking","S","$394,400","$394,400.00","$406,000.00","$250.88","991","2","2","2 Storey","2","1","No","2012","0","22","09/28/2023","Calgary"
"1001","A2066111","872 Walgrove Boulevard SE","Common Area Maintenance, Maintenance Grounds, Reserve Fund Contributions, Snow Removal, Trash","S","$410,000","$410,000.00","$405,500.00","$191.81","1,021","2","2","2 Storey","5","1","Yes","2020","0","11","07/26/2023","Calgary"
"1001","A2066925","313 Elgin Gardens SE","Common Area Maintenance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$399,900","$399,900.00","$405,200.00","$305.00","1,176","3","1","3 Level Split","6","1","No","2005","0","7","07/28/2023","Calgary"
"1001","A2099323","81 Pantego Lane NW","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$425,000","$425,000.00","$405,000.00","$310.00","1,206","3","2","2 Storey","6","1","Yes","2012","0","6","01/09/2024","Calgary"
"1001","A2094678","110 Panamount Drive NW","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$409,900","$409,900.00","$405,000.00","$367.00","1,041","3","1","2 Storey","6","1","No","2005","0","23","12/15/2023","Calgary"
"1001","A2091134","1190 Ranchview Road NW Unit#71","Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$395,000","$395,000.00","$405,000.00","$445.06","1,310","3","1","2 Storey","7","1","No","1980","1","5","11/07/2023","Calgary"
"1001","A2091018","31 Kinlea Way NW","Common Area Maintenance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$419,900","$419,900.00","$405,000.00","$375.00","1,230","2","2","Townhouse","5","1","Yes","2013","0","30","12/01/2023","Calgary"
"1001","A2088584","42 Shawinigan Lane SW","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions","S","$399,900","$399,900.00","$405,000.00","$265.00","1,007","3","2","2 Storey","7","1","Yes","1993","1","20","11/08/2023","Calgary"
"1001","A2087400","4311 6 Avenue SE","","S","$398,800","$398,800.00","$405,000.00","","1,376","3","2","2 Storey Split","7","0","No","1972","1","18","10/31/2023","Calgary"
"1001","A2085406","12 Patina Park SW","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$400,000","$400,000.00","$405,000.00","$396.53","1,224","2","1","2 Storey","6","1","No","1992","1","15","10/20/2023","Calgary"
"1001","A2084656","430 Marquis Lane SE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$399,900","$399,900.00","$405,000.00","$250.77","1,104","2","2","3 Storey","5","1","Yes","2015","0","10","10/13/2023","Calgary"
"1001","A2084436","2210 Oakmoor Drive SW Unit#31","Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$400,000","$400,000.00","$405,000.00","$505.00","1,235","3","2","2 Storey","6","1","Yes","1976","1","14","10/13/2023","Calgary"
"1001","A2084027","127 Mt Aberdeen Manor SE","Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$415,000","$415,000.00","$405,000.00","$307.00","1,205","2","1","2 Storey","6","1","No","1998","1","26","10/24/2023","Calgary"
"1001","A2079762","2023 2 Avenue NW Unit#2","Common Area Maintenance, Insurance, Snow Removal","S","$375,000","$375,000.00","$405,000.00","$200.00","531","2","1","Bi-Level","3","1","No","1976","1","9","10/06/2023","Calgary"
"1001","A2076972","143 Copperfield Lane SE","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$395,000","$395,000.00","$405,000.00","$345.23","1,120","3","2","4 Level Split","7","1","Yes","2004","0","11","09/11/2023","Calgary"
"1001","A2071799","27 Parkridge View SE","Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, See Remarks, Snow Removal, Trash","S","$389,000","$389,000.00","$405,000.00","$431.00","1,431","2","2","1 and Half Storey","5","0","Yes","2003","1","11","08/22/2023","Calgary"
"1001","A2069223","334 Cityscape Court NE","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$385,000","$385,000.00","$405,000.00","$191.73","1,285","2","2","3 Storey","6","1","Yes","2017","0","8","08/05/2023","Calgary"
"1001","A2067273","95 Rocky Vista Terrace NW","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$389,950","$389,950.00","$405,000.00","$348.30","1,223","2","2","2 Storey","5","0","Yes","2002","1","15","08/04/2023","Calgary"
